,model_id,filepath,decoded,expert_coherence_score,turker_coherence_score,expert_relevance_score,turker_relevance_score,expert_consistency_score,turker_consistency_score,expert_fluency_score,turker_fluency_score,reference
1432,M8,cnndm/dailymail/stories/f37fd6e9b6cc18a7132568e307ef3b130931e809.story,christopher lawler said he was pinned to a chair and groped by a male member of staff on his first day working at clarence house . the ordeal left him in tears and he left the job the same day . he finally decided to contact palace officials again last year after inquiries began into alleged cover-ups of child sex abuse by a vip paedophile ring in the 1970s .,5.0,4.8,4.666666666666667,4.6,4.666666666666667,4.8,5.0,4.6,"Christopher Lawler claims he was pinned to a chair and groped by staff. He left job at Clarence House the same day as alleged incident in 1978. Mr Lawler, now 68, claims he reported his account but was twice ignored. The palace is now cooperating with police to investigate historic claims.,A former royal footman has claimed sexual abuse at the hands of palace aides.  Christopher Lawler worked at Clarence House, the residence of the queen mother, in 1978 when he was grabbed and accosted by staff members.  Police are investigating these accusations, among accusations of child sex abuse in the 1970s and 1980s.,A former royal footman rocked the palace yesterday after he claimed that other royal staff tried to force him to take place in a wild sex party at the Queens residence in the seventies."
1433,M8,cnndm/dailymail/stories/9b5a04b9879fe716a2dcd66dd331f99534603c16.story,"bob katter has risked being drawn into a race row after accusing the queensland government of believing embattled mp billy gordon was ' a little black puppet on a string ' . mr katter said he 's been personally subjected to racist attitudes from both major parties in the past , and that he sympathised with mr gordon 's position . mr gordon was forced to quit after he was recently accused of domestic violence .",5.0,4.0,5.0,4.6,5.0,4.6,5.0,4.0,"Mr Gordon was forced to quit Labor after being accused of domestic violence. Mr Katter accused the Queensland Government of assuming Mr Gordon would quit from the allegations. Mr Katter said he had been personally subjected to racist attitudes from both major parties in the past.,A government official had to resign after being domestic violence charges were brought forward. Many are upset by this decision and believe the government is in the wrong.,MP Bob Katter has been accused of domestic violence and has admitted he has had a criminal past."
1434,M8,cnndm/dailymail/stories/4e0de0ec6d5b9df174f54d03158de8f30aac861f.story,mesut ozil posted a picture on twitter relaxing with his dog on wednesday after arriving back in london . the german star was in fine form as germany beat georgia 2-0 in their euro 2016 qualifier on sunday . ozil gave an insight into what he does in his downtime .,3.3333333333333335,3.6,4.333333333333333,3.8,5.0,4.2,5.0,3.8,"Mesut Ozil starred as Germany beat Georgia 2-0 in Euro 2016 qualifier. Playmaker returns to London ahead of Arsenals game against Liverpool. Ozil puts his feet up on sofa with his dog as he enjoys home comforts.,World Cup winner, Mesut Ozil is relaxing at home with his dog as he prepares for an upcoming games. After suffering many injuries and a trade to an English team in 2013, the footballer is looking toward future games, and seems to be adjusting well to the different playing style.,Arsenal playmaker, Mesut Ozil has taken some to relax with his dog after a string of good performances. Ozil posted to his social media showing him relaxing. He has earned his break with a string of great performances and hard work throughout the season, doing his job as is expected of him. Ozil says that it is demanding to play in England with few breaks and many games but that that format suits his style of play, he has been playing splendidly since the return from injury."
1435,M8,cnndm/dailymail/stories/d3c9ce137ba24a69253508b3416630465c050ae4.story,"dayna dobias , 19 , from downers grove was born with cerebral palsy . she hopes to inspire others with her enthusiastic videos . her hope is that the video was to counteract stereotypes held by people over certain disabilities .",3.6666666666666665,3.0,4.333333333333333,3.0,5.0,2.0,5.0,3.0,"Dayna Dobias, 19, has created a video in which she dances despite having a disability that makes it difficult for her to walk. She loves TV, film and fashion, and says she’s not happy with how people with disabilities are represented. The teen has created several videos during the past year aimed at changing stereotypes.,Dayna Dobias is a 19 year old teenager from Illinois with cerebral palsy. She enjoys creating videos of her dancing as a form of motivation to break down stereotypes that people have about the disability, and hopes to inspire others.,People with disabilities should be shown more in television and movies and showcased in a way that isnt degrading or offensive. A person with cerebal palsy discusses her experiences with people dancing and motivational speaking."
1436,M8,cnndm/dailymail/stories/3ba3bde4a1440134bb38ec22ba50db59986b544c.story,"brendan rodgers has reminded raheem sterling and jordon ibe about their professional responsibilities . brendan rodgers ( left ) has n't disciplined sterling ( pictured ) or ibe for the incident . rodgers , who has steven gerrard available for the fa cup semi-final with aston villa , spoke to sterling and ibe in his office on thursday but neither will be disciplined .",2.3333333333333335,4.2,2.3333333333333335,4.2,5.0,4.2,5.0,4.2,"Liverpool face Aston Villa in their FA Cup semi-final at Wembley on Sunday. Liverpool forwards Raheem Sterling and Jordon Ibe were pictured with a shisha pipe earlier this season. Neither have been disciplined by Reds boss Brendan Rodgers for incident.,Brendan Rodgers of Liverpool has reminded Sterling and Ibe to stay focused and to learn from their mistakes. Ibe and Sterling were found smoking shisha pipes together. Rodgers expressed a firm sympathy towards the occurrence.,Two players are under scruntity after being irresponsible. Other teams are compared to these players and are shown to be in trouble for the future."
1437,M8,cnndm/dailymail/stories/26e4e19d945cedcb489f28808c730658139c9415.story,mls side orlando city are the latest club to have expressed interest in manchester united misfit javier hernandez . the mexico international would be a huge commercial draw for the florida-based franchise who are coached by former everton and manchester city striker adrian heath . orlando have a big latin-american fanbase and made enquiries last week about the prospect of a deal .,4.333333333333333,5.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,"MLS team Orlando City the latest team to be linked with Javier Hernandez. The Manchester United striker has not impressed on loan at Real Madrid. United have made Andreas Pereira an improved contract offer.,Orlando City are interested in Machester Uniteds Javier Hernandez. Orlando has a large Latin-American fan base. Hernandez has been the subject of controversy, but still remains highly touted.,Major League Soccer team, Orlando City, are looking to bring aboard Mexican international player Javier Hernandez.  Hernandez is currently with Manchester United but is not quite a good fit.  While Hernandez would be a large commercial draw for Orlando City, there are many other European teams that are very interested in acquiring Hernandez."
1438,M8,cnndm/dailymail/stories/14c813567696f4e63a39993c09d4edb454036179.story,"jesse and melissa meek announced they are expecting a child in a video set to the theme from '90s television sitcom ' the fresh prince of bel-air ' . the clip , which features jesse and melissa meek rapping as they drive in a car , has been viewed over 1.7 million times on youtube . parents said `` we 're ready for grandkids , get a move on it ! ''",4.333333333333333,3.0,4.333333333333333,3.0,4.333333333333333,4.0,5.0,4.0,"Jesse and Melissa Meek revealed theyre expecting a child in a rap video they made set to theme from The Fresh Prince of Bel-Air. The clip , which features Jesse and Melissa Meek rapping as they drive in a car, has been viewed over 1.7 million times on YouTube. It took five takes to film the Happy Valley, Oregon, couples video.,Jesse and Melissa Meeks creative baby announcement rap which parodies The Fresh Prince of Bel-Air has amassed over 1.7 million youtube videos.,A Oregon couple receives 1.7 million views on Youtube on a video of them rapping an announcement of their pregnancy."
1439,M8,cnndm/dailymail/stories/4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df.story,jordan henderson thinks his side could catch manchester city in the premier league . liverpool vice-captain jordan henderson thinks his side could catch city . henderson played his 47th game of season in the 2-0 win over newcastle united .,2.3333333333333335,3.0,3.3333333333333335,4.0,5.0,3.0,4.333333333333333,4.0,"Liverpool beat Newcastle United 2-0 at Anfield on Monday night. The win moved them to within four points of fourth-place Manchester City. Jordan Henderson has played a Europe-wide record 47 games this season. But he hopes Liverpool have staying power to put pressure on City.,Jordan Henderson and Simon Mignolet have both played 47 games this season in their recent 2-0 win against Newcastle. Henderson believes they can put pressure on Manchester City and have a shot at becoming league champions after getting back to their winning ways.,Jordan Henderson believes his team can beat Manchester City. The squad defeated Newcastle on Monday 2-0. Players were humble after the victory."
1440,M8,cnndm/dailymail/stories/e43eef75de38d246db9d80216ca9f5487215a78b.story,"filipe luis insists he wants to stay at chelsea until the end of his contract . atletico madrid considering bringing him back in the summer . the full back signed a three-year contract when he moved from the spanish champions last july , but has struggled to make the left back position his own at stamford bridge .",3.0,3.6,4.0,4.2,5.0,4.0,4.666666666666667,4.2,"Filipe Luis signed for Chelsea from Atletico Madrid for £16million. The defender insists he wants to stay despite interest from former club. Brazilian has struggled to make the left back position his own this season.,Athletica Madrid is pining for the football star Filipe Luis, who is playing for Chelsea right now. The star has attempted to squelch those rumors, however, by telling reporters that he intends to stay put.,Atletico Madrid is potentially looking to re-sign soccer player Filipe Luis in the coming summer.  However, Filipe Luis stated publicly his desire to remain with the Chelsea soccer club through the end of his three-year contract because he is happy playing there."
1441,M8,cnndm/dailymail/stories/36352fd1c61fd0c593ee7b84cbe213aa9b444439.story,"vanessa santillan 's body was found in a £400,000 flat in fulham , south west london . the 33-year-old mexican national , who worked as a transgender escort , died as a result of injuries to the head and neck . police did not confirm whether her profession was central to the investigation but insisted they would do ' everything ' to solve the case .",4.333333333333333,3.2,3.6666666666666665,4.0,5.0,3.2,5.0,2.8,"Vanessa Santillan was found dead at a flat in Fulham, south west London. The 33-year-old Mexican national was working as a transgender escort. A 23-year-old man was arrested in connection with her death last month. He was bailed pending further inquiries as police continue investigation.,A transgendered person was murdered after being strangled. People are still attempting to find the person who did this and are trying to find a motive.,There is now a suspect behind bars in the murder of transgender escort Vanessa Santillan. The woman was found dead with severe injuries to her head and neck."
1442,M8,cnndm/dailymail/stories/23e8c1d71474d239aa9ae37b9a05031b0054b8ce.story,nigel pearson has urged leicester to keep their cool and ignore their relegation rivals . the foxes host swansea on saturday just three points from safety in the barclays premier league after back-to-back wins . last week 's 3-2 win at west brom handed them a survival lifeline .,3.6666666666666665,4.0,3.3333333333333335,4.0,5.0,4.0,5.0,4.0,"Leicester have won back-to-back league games to boost  survival hopes. Nigel Pearson has urged his players to focus on their own run-in. Leicester now just three points from safety heading into final six games.,After two wins in a row, Leicester is only three points away from safety. They play Barclays Premier League rival Swansea at home on Saturday. Their manager, Nigel Pearson, wants his team to only focus on themselves and not on the other team.,The manager for the Leicester football club is urging his players to leave their feelings out of the game and focus on doing what they need to do to win. They are heading in to the last game of the season with a chance to continue in to the playoffs."
1443,M8,cnndm/dailymail/stories/a3b6201aca77b5bdaa5df02d6acee2be66233237.story,"dawn , who has had seven miscarriages , was furious to discover her friend had stolen from her . the bereaved mother , named dawn , was appearing on the jeremy kyle show and accused long-term chum , convicted burglar jamie , of making off with the cash . when one of mr kyle 's famous lie detector tests revealed that jamie , who lives with dawn and her partner who is also called jamie , had done the deed , she said .",3.0,3.0,3.6666666666666665,4.0,5.0,4.0,2.3333333333333335,3.0,"The woman, named Dawn, was appearing on ITVs The Jeremy Kyle Show. Accused her close friend and house-mate Jamie of stealing £207. The money had been set aside for a grave stone for baby Daniel James. A sobbing Dawn revealed that the baby was the seventh she has lost.,A woman named Dawn was robbed of 207 pounds that she was saving for her babies grave stone by her roommate. The thief was found out on the Jeremy Kyle show when he failed a lie detector test.,A family friend of a woman has stolen money that was saved up for a grave stone of her child who she had miscarried."
1444,M8,cnndm/dailymail/stories/5be0a9584b051175d9f4842a143b76385335d96a.story,"manchester city players will lose £500,000-a-man in bonuses if they fail to qualify for the champions league this season . premier league title holders give star players like sergio aguero , david silva , joe hart and yaya toure incentivised contracts to make sure the club stay within financial fairplay requirements . manuel pellegrini 's team are on incentivised contracts to stay within financial fairplay rules .",1.6666666666666667,4.0,4.0,4.0,5.0,3.0,5.0,3.0,"Citys players are on incentivised contracts because of financial fairplay. They will lose £500k each if they miss out on Champions League. Manuel Pellegrinis team are currently fourth in Premier League. But they are only four points ahead of fifth-placed Southampton.,Players for Manchester City signed a contract that contains an incentive to get a 500,000 per person bonus requiring them to be reach the group stages of Europes competition. To quality for the bonus the team has to be in the top three in the premier league or fourth, but fourth must win a qualifying round first or they cant join.,Players from Manchester city will lose a bonus of a large amount of money if they dont make the finals.  If they place 1st, 2nd, or 3rd they will get the bonus.  If they place 4th, they will be required to win another round to join the championship games.  The manager feels the team has not performed well and must improve to make the finals."
1445,M8,cnndm/dailymail/stories/dea0ed2e587495e516ac85056e21a2076a9a993c.story,"becky schoenig of st. louis , missouri was shocked when she realized her brand new 2015 ford fusion had been stolen from her driveway on monday night , just a little over a month after she took the car home . schoenig was shocked to learn that police had found her car after receiving a tip from a man who recognized the vehicle as schoenig 's and would be returning it to her - but with a few minor changes .",2.6666666666666665,4.4,4.0,4.4,5.0,4.4,5.0,3.8,"Becky Schoenig of St. Louis, Missouri was shocked when she realized her brand new 2015 Ford Fusion had been stolen from her driveway Monday. She was even more shocked however when it was located and returned to her with new red rims and detailing. She took to Facebook after getting the car back, writing, I want to thank the car thieves for pimping out my vehicle for me.... This b***h is pimpin now!!!,A Missouri womans car was stolen, but was later retrieved by police with red detailing on the rim and body.,Becky Schoening, from St. Louis, Missouri, had her car stolen a month after she brought the car home.  A local man reported seeing the car and reported it to the police on April 1.  When her car was returned, there were a few minor changes.  Her car had been detailed by the thieves that took her car."
1446,M8,cnndm/cnn/stories/4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1.story,"the whale , named varvara , swam nearly 14,000 miles ( 22,500 kilometers ) . it said the previous record was set by a humpback whale that swam a mere 10,190-mile round trip between the `` warm breeding waters of the arctic and antarctic regions '' .",2.0,4.0,2.6666666666666665,3.0,4.0,3.0,4.333333333333333,4.0,"The whale, Varvara, swam a round trip from Russia to Mexico, nearly 14,000 miles. The previous record was set by a humpback whale that migrated more than 10,000 miles.,A record for the longest distance migration of a mammal was shattered recently by a north pacific gray whale. The whale made a trip of 14,000 miles.,The longest mammalian migration was just recorded by a pacific gray whale. It swam over 14,000 miles in the process. There are only about 150 gray whales known."
1447,M8,cnndm/dailymail/stories/2377095dda83df778e34304b7a09813808105d3b.story,"managers at the passport agency , which made a £42 million profit during the chaos , received up to £3,500 in bonuses . ministers refused to give a blanket refund to the desperate families who had to pay extra to get their travel documents rushed through , and even to some missed out on trips .",2.6666666666666665,4.0,3.0,3.0,5.0,3.0,5.0,4.0,"HM Passport Office struggled to cope with 3.6million Britons applications. Ministers agreed to give urgent cases a free upgrade to fast-track service. Only 2,191 compensation applications were approved totalling £203,066. Meanwhile managers at agency were handed total of £1.8million in bonuses.,Thousands of people who applied for passports have been delayed without receiving renumerations.  The passport agency has made substantial profits and bonuses, but havent given adequate refunds to those who paid extra to get documents quickly.  The passport office was backlogged last summer and the chairman of home affairs was surprised about the lack of compensation.  Many missed trips due to the backlogs.  The passport offices made huge profits last year, but despite that when a newspaper contacted 12 people it was reported that only one got money back.,Too many people have been applying for passports and its causing services to slow and be approved. Many were even rejected simply because the number was too high."
1448,M8,cnndm/dailymail/stories/bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b.story,radamel falcao has been in good goalscoring form for manchester united . the 29-year-old has struggled in a season-long loan at manchester united . the frontman has been scoring just four premier league goals .,1.3333333333333333,4.0,1.3333333333333333,4.0,2.3333333333333335,3.0,5.0,3.0,"River Plate admit they dream of Manchester United striker Radamel Falcao. The Colombia international spent eight years with the Argentine club. Falcao has managed just four goals in 19 Premier League appearances.,River Plate have set their sights on signing Manchester Uniteds stiker, Radamel Falcao. Falcao is said to have been struggling on his loan with Manchester United.,Struggling striker Radamel Falcao would be welcomed back by his former team River Plate if they were able to strike a deal with his current Manchester United team."
1449,M8,cnndm/dailymail/stories/8847383b72167c3f3dd2161b5b091b580c8f4da7.story,"the extra stretch of coastline on shiretoko peninsula near rausu has risen as high as 50ft from the sea surface in some places . geologists believe the emergence is a result of a landslide nearby , when melting ice and snow caused a section of land to drop , pivoting the underwater area into the air . the mass , which has risen some 30 to 50ft above sea level , measures roughly 1,000- 1,640ft long , and 100ft wide , a town official said .",4.666666666666667,4.0,5.0,4.2,5.0,4.0,5.0,4.0,"A 1,000ft stretch of land rose up above sea level on Japanese island. The 100ft wide mass on Hokkaido is now some 30 to 50ft above sea level. It is believed to have been forced to the surface by a landslide nearby.,In Japan, Hokkaido Island, 1,000ft of seabed was forced to the surface. The ocean floor has been exposed in some places. A landslide is reported to be the cause.,A location within Japan has shown to be destroyed after a landslide. No one within the area even knew a landslide happened but isnt believed to be from an earthquake."
1450,M8,cnndm/dailymail/stories/e470f0a87d7513bf880412524332047020422c3f.story,"heritage auctions offered the gray jacket and skirt , featuring a black zigzag applique , plus more than 150 other items from the academy award-winning film at auction on saturday . the dress - a jacket and full skirt ensemble - was worn in several key scenes in the 1939 movie , including when she gets attacked in the shanty town .",3.3333333333333335,5.0,3.0,5.0,5.0,5.0,5.0,4.0,"A jacket and full skirt ensemble worn in several key scenes in the 1939 movie has fetched $137,000 at auction. The has faded over time from its original slate blue-gray color to become light gray. Private collection James Tumblin learned that the dress was about to be thrown out in the 1960s and negotiated a deal to buy it for $20. Other top selling items from the auction were a straw hat worn by Leigh that sold for $52,500.,A dress worn by Vivien Leigh during the film Gone With the Wind went for 137000.00, at auction. It was sold by Heritage Auctions, along with about 150 other items. Among other items related to Gone With the Wind, which had its 75th anniversary last year, that were sold; a straw hat (52500.00), a black bonnet (30000.00), trousers and a jacket, and a suit worn by Clark Gable (55000.00), in the film.,An auction took place providing several valuable possession from a famous artist. Simple clothing items sold for over 50,000 and even some that have been worn by other celebrities"
1451,M8,cnndm/cnn/stories/a02e362c5b8f049848ce718b37b96117485461cf.story,"the deep reddish color caught seattle native tim durkan 's eye . he photographed a handful of aerial shots of the sunset warming the city 's skyline . the fires were started in southeastern siberia , by farmers burning grass in their fields .",3.3333333333333335,5.0,2.6666666666666665,4.0,5.0,4.0,5.0,5.0,"Smoke from massive fires in Siberia created fiery sunsets in the Pacific Northwest. Atmospheric winds carried smoke from the wildfires across the Pacific Ocean. Smoke particles altered wavelengths from the sun, creating a more intense color.,A person is looking beyond their location at a region of fire burning villages. Although the color was beautiful to see, the air quality and site was tough.,Residents in the Pacific Northwest and British Columbia have recently been treated to uniquely intense red sunsets.  These sunsets are the result of large quantities of smoke drifting across the Pacific Ocean, that is originating from out-of-control wildfires in Southeastern Siberia, on account of fires started by Siberian farmers."
1452,M8,cnndm/dailymail/stories/2c37d44d03ce2e91310339d884d33ee5aabf9abc.story,"the toddler 's mother was holding the two-year-old boy and another child when he slipped and fell between 10 to 12ft and into the cheetah exhibit at the cleveland metroparks zoo . the boy 's leg was injured in the fall , but he was not attacked by the animals , officials said . he is listed in stable condition after being taken to metrohealth medical center and suffered from minor bruises and was listed in stable condition at the hospital .",3.6666666666666665,4.0,4.0,3.0,2.0,4.0,3.0,3.0,"The child was held by his mother when he slipped and fell between 10 and 12ft into the pit on Saturday around 3pm at the Cleveland Metroparks Zoo. He was rescued by his parents before emergency responders arrived on the scene; he suffered from minor bruises and bumps. The cheetahs seemed to ignore the boy and his parents while in the pit. Zoo plans to press child endangerment charges.,A mother of a two year old boy who was seen dangling child over the edge of a cheetah enclosure, at risk for child endangerment charges.,A two year old boy who fell in to a cheetah enclosure at a zoo was rescued safely. The mother of the boy will face child endangerment charges since people claimed to have seen her holding him over the ledge in to the enclosure."
1453,M8,cnndm/dailymail/stories/801763443e6c73e3857039f2223798b2b58bef19.story,gregory van der wiel has denied claims that he is set to leave paris saint-germain in the summer . the dutchman recently had a falling out with his boss laurent blanc after the decision to drop the full back for the champions league clash . van der wiel insists he 's not interested in leaving paris saint-germain in the summer .,3.3333333333333335,4.0,4.666666666666667,4.0,5.0,5.0,5.0,4.0,"Gregory van der Wiel doesnt want to leave PSG in the summer window. The Dutchman revealed his love for the club and his team-mates. PSG continue to be linked with a move for Barcelona full back Dani Alves.,Van Der Wiel plans to stay with the team and not leave like some people may have suspected. He remains motivated to help his current team win championships.,Paris Saint-Germain player Gregory Van Der Wiel is denying claims that he wants to leave his current team. He has stated that he enjoys where is at and would like to come to agreement on a new contract."
1454,M8,cnndm/dailymail/stories/155754e1f2bc83f6836af78703edd4d00f19f381.story,"demelza poldark is now the proud mother to the show’s latest addition . fans will see aidan turner’s dashing ross poldark gaze lovingly at his new baby daughter . sunday night’s latest heartthrob , women across the country have voiced their longing to settle down with the brooding cornish gentleman .",4.666666666666667,3.4,5.0,3.8,5.0,3.8,4.333333333333333,3.4,"SPOILER ALERT: Maid gives birth to baby on Sundays episode. Only announced she was pregnant with Poldarks baby last week.,Rosh Poldark welcomes a baby daughter with Demelza Poldark.  Poldarks heart is off the market.,A celebrity recently welcomed a baby into the world and the wife discusses her experiences with her pregnancy. She has wanted to settle down for a while and is glad her pregnancy wasnt noticable on television."
1455,M8,cnndm/dailymail/stories/9d0fcbd873927674d12aafce4ae7754fd591d4e2.story,"ella henderson has been announced as the official face of the batiste 's 2015 ' ready for it' campaign ' . the campaign sees the 19-year-old singer stood against a blurred city background with her long hair styled into a half-pony . henderson has commented on her excitement on working with the brand , citing it as a product she uses regularly .",5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,"The 19-year-old singer was a finalist in 2012 series of The X Factor. Batiste has announced her as official face of 2015 Ready For It campaign. TV advertising campaign features Hendersons latest single, Mirror Man.,It has been announced that Ella Henderson, a 2012 X Factor finalist, has partnered with UKs #1 dry shampoo brand Batiste. This is the first brand collaboration for both parties. The ready for it campaign will launch in 2015.,X Factor finalist Ella Henderson has partnered with the brand Batiste as the face of their dry shampoo. Henderson stars in a tv ad campaign that features her newest single, Mirror Man."
1456,M8,cnndm/cnn/stories/b8b6e729fff27c4eef87887e61d3448de9c063f6.story,"spacex founder elon musk tweeted : `` ascent successful . rocket landed on droneship , but too hard for survival '' . spacex has said it will keep trying and , after it hit at an angle and exploded .",3.0,4.0,2.0,5.0,5.0,4.0,4.333333333333333,4.0,"SpaceX founder Elon Musk: ""Rocket landed on droneship, but too hard for survival."" This was the second attempt at historic rocket booster barge landing. Dragon spacecraft will head toward International Space Station on resupply mission.,SpaceX launched their Falcon 9 rocket carrying cargo for the ISS. While the rocket launched successfully, this was their second unsuccessful attempt to land the rocket stage on a floating barge in the ocean.,People are trying to find a drop ship that crashed earlier this year. Its been difficult trying to find the rest of the pieces and are coming up with new ways to make the spaceship work."
1457,M8,cnndm/dailymail/stories/c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0.story,carlos tevez has been told to terminate his contract with juventus to complete a return to his former club boca juniors in argentina . the former manchester city striker 's deal with the serie a champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer . tevez is on course to win a second serie a title with the old lady and still has a shot at european glory .,2.6666666666666665,3.8,4.333333333333333,4.0,5.0,3.4,5.0,3.4,"Carlos Tevez has reportedly told Juventus he wants to return to Argentina. Former Manchester City star wants to play for former club Boca Juniors. Club president Daniel Angelici urges striker to cancel his contract first.,Carlos Teves wants to end his contract with football club Juventus and play for Club Boca Juniors, but his contract doesnt expire till next season. Even though Juventus doesnt want to lose him, they have decided to honor his request  and are now looking for a replacement.,Carlos Tevez has been instructed to return to Club Boca Juniors. Juventus has been shocked by the news. The club has already started their search for replacements."
1458,M8,cnndm/dailymail/stories/81bd721b16cad47dfd8d24baca5b30b006291db2.story,nathan hughes 's knee collided with george north 's head as he crossed the line to score for northampton . the wales and lions winger had been knocked out in the space of two months . hughes missed his side 's champions cup quarter-final against toulon last sunday .,2.3333333333333335,3.0,2.3333333333333335,4.0,5.0,3.0,5.0,4.0,"Nathan Hughes accidentally knocked out George North during Northamptons 52-30 victory against Wasps on March 27. The Wasps No 8 was initially suspended for three matches. Hughes missed his sides Champions Cup defeat against Toulon. It was Norths third blow to the head in the space of two months. The Welsh winger has been advised to take a month off from playing.,Nathan Hughes had his ban on George North overturned after outcry. The appeal was upheld and the ban was thrown away. Originally, Hughes was ejected and banned for 3 weeks after incident on March 27th.,Nathan Hughes was banned for knocking out George North. He faces suspension for 3 matches for being reckless."
1459,M8,cnndm/dailymail/stories/096e418a953af86df0d1560bec95bc7bfee2e34b.story,"porto 's defence was not the only thing to be ripped apart at the allianz arena on tuesday night . pep guardiola was left with a hole in his trousers . guardiola 's underwear was on show after the incident , and he joked after the champions league clash .",4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,"Bayern Munich boss Pep Guardiola ripped a hole in his trouser leg. His underwear were on show during the European match in Germany. The German giants booked place in the semi-finals thanks to 6-1 rout.,Bayern Munich manager Pep Guardiola was so excited that his team beat Porto 6 to 1, he ripped his left pants leg celebrating. The win puts Bayern Munich in the semi-finals of the Champions League. Goals were scored by Thiago Alcantara, Jerome Boateng, Thomas Muller, Robert Lewandowski, and Xabi Alonso.,Bayern Munich manager Pep Guardiola was seen with a hole in his undergartments during a Champions league match."
1460,M8,cnndm/dailymail/stories/1749a22e2b6facaa057213cb9b33261b319bbd2b.story,"jamie carragher believes brendan rodgers is still the right man to lead liverpool forward after a season with no trophies and a likely finish outside the top four . rodgers ' future at anfield has been questioned after a third straight season without a trophy , but the former liverpool defender backed the reds manager . liverpool are seven points behind fourth placed manchester city with a game in hand and look set to miss out on champions league qualification for next season .",4.333333333333333,3.8,3.6666666666666665,4.0,5.0,3.8,5.0,3.4,"Jamie Carragher believes Brendan Rodgers is the right man for Liverpool. Rodgers under pressure after a third straight season without a trophy. Liverpool are also on course to finish outside the top four this season. Carragher received a Beacon Award for his community work on Tuesday.,Brendan Rodgers is still believed to be the right man to lead Liverpool. His losses or lack of wins shouldnt be determined by one game.,Carragher still puts his stock in Brendan Rodgers to lead Liverpool. This season yielded no trophies. Liverpool were defeated by Aston Villa in a semi final loss."
1461,M8,cnndm/cnn/stories/fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c.story,"`` roots , '' the epic miniseries about an african-american slave and his descendants , had a staggering audience of over 100 million viewers back in 1977 . now a & e , lifetime and history ( formerly the history channel ) announced thursday . producers will consult scholars in african and african-american history for added authenticity .",2.3333333333333335,4.8,3.3333333333333335,4.6,4.666666666666667,4.4,3.0,4.6,"The A&E networks are remaking the blockbuster ""Roots"" miniseries, to air in 2016. The epic 1977 miniseries about an African-American slave had 100 million viewers.,The show Roots is being remade, by 3 different networks coming together, for a new audience that may not have heard this important story.,The miniseries ""Roots"" will be reimagined for new audiences. A&E will be remaking the miniseries and will air in 2016."
1462,M8,cnndm/dailymail/stories/02c955067d00f38b6978b805d5a8701a787f78ac.story,"ten people , including four children , have been involved in a multi-vehicle crash in brisbane 's west . three vehicles collided on the brisbane valley highway , 2km south of fernvale , on wednesday afternoon .",4.666666666666667,4.0,4.666666666666667,3.0,5.0,3.0,5.0,3.0,"Three vehicles collided on the Brisbane Valley Highway, near Fernvale. A 40-year-old man with chest and shoulder injuries was airlifted to hospital. Also flown out was a six-year-old girl suffering from abdominal pain. Six others - including an infant and two young girls - had minor injuries. One person involved in the crash was found trapped inside their vehicle.,A three vehicle collision on the Brisbane Valley highway Wednesday afternoon sent a number of people to the hospital. Police stated that the highway will be closed for a few hours, but detours are in place.,There was a major crash in Brisbane, multiple vehicles and tons of injuries including multiple children. They had to be rushed to the hospital utilizing a helicopter as well. They had to prioritize certain injuries over others. The highway would remain shutdown for a while after this crash."
1463,M8,cnndm/cnn/stories/d75b043ebefc3098aea84d92bb8bec0f509b1563.story,three of the militants were killed by iranian forces in the southeastern town of negur . a militant group called jaish al adal claimed responsibility for the attack . jaish al adal has also claimed responsibility for attacks on iranian territory .,3.6666666666666665,3.8,3.0,4.6,5.0,3.8,5.0,3.8,"The Pakistani government says its security agencies are investigating. A group believed to be based in Pakistans Balochistan province claims responsibility.,Militant group Jaish Al Adal, responsible for the death of Iranian border guards near the border of Pakistan.,According to Iran, eight of their border guards have been killed in clashes with militants at the Iran-Pakistan border. A group called Jaish al adal, which was responsible for past attacks in Iran, has also claimed responsibility for this attack. The attack has been condemned by both the Iranian and Pakistani governments."
